product,event,price,quantity_sold
Standard Case | iPhone 15 Pro Max,Cyber Monday,31.854305348131312,217
Standard Case | iPhone 15 Pro,Cyber Monday,15.487694316613426,231
Premium Case | iPhone 15 Pro,Black Friday,55.74218893886687,128
Premium Case | iPhone 15 Pro,Black Friday,19.10790045537601,192
Standard Case | iPhone 15 Pro,Cyber Monday,29.36911369156867,227
Premium Case | iPhone 15 Pro,Black Friday,57.75278851728622,132
Premium Case | iPhone 15 Pro Max,Black Friday,57.77732161219002,136
Standard Case | iPhone 15 Pro Max,Black Friday,40.80470496554787,271
Premium Case | iPhone 15 Pro Max,Black Friday,43.43267454764097,157
Standard Case | iPhone 15 Pro Max,Black Friday,35.18004848902439,272
Premium Case | iPhone 15 Pro,No Promo,28.194484726412902,72
Premium Case | iPhone 15 Pro Max,Black Friday,29.789904541646216,204
Premium Case | iPhone 15 Pro,Black Friday,45.26333052346673,163
Standard Case | iPhone 15 Pro Max,Cyber Monday,48.8568538246956,141
Standard Case | iPhone 15 Pro,Black Friday,50.621056967663186,235
Standard Case | iPhone 15 Pro,Black Friday,50.53281642575492,223
Premium Case | iPhone 15 Pro Max,Black Friday,19.104274637191068,190
Premium Case | iPhone 15 Pro,No Promo,37.24891371161617,60
Premium Case | iPhone 15 Pro,Black Friday,17.590144200748995,212
Premium Case | iPhone 15 Pro Max,Black Friday,39.728799704568104,185
Standard Case | iPhone 15 Pro,Black Friday,34.868872561801965,226
Standard Case | iPhone 15 Pro Max,Black Friday,54.94668822412349,248
Premium Case | iPhone 15 Pro Max,Black Friday,30.79117556484354,161
Standard Case | iPhone 15 Pro Max,Black Friday,20.268015739242266,244
Standard Case | iPhone 15 Pro,Cyber Monday,21.434625692377615,205
Premium Case | iPhone 15 Pro,Black Friday,49.26797842728625,158
Standard Case | iPhone 15 Pro,Black Friday,42.81981284923175,260
Premium Case | iPhone 15 Pro Max,Cyber Monday,19.550520425525562,158
Premium Case | iPhone 15 Pro,No Promo,18.784806275174883,88
Premium Case | iPhone 15 Pro Max,Black Friday,46.543610915660395,163
Premium Case | iPhone 15 Pro Max,Black Friday,18.27433528638871,176
Standard Case | iPhone 15 Pro,Black Friday,51.98370266806603,226
Premium Case | iPhone 15 Pro Max,No Promo,46.780900222042334,53
Standard Case | iPhone 15 Pro,No Promo,18.66069512888549,173
Premium Case | iPhone 15 Pro,Black Friday,18.817697133833637,212
Standard Case | iPhone 15 Pro,Cyber Monday,59.3987810325529,169
Premium Case | iPhone 15 Pro,Black Friday,31.842185809025416,181
Standard Case | iPhone 15 Pro,Black Friday,31.678896618010093,283
Standard Case | iPhone 15 Pro Max,Black Friday,51.575980526587614,245
Standard Case | iPhone 15 Pro Max,Cyber Monday,57.62618598227364,170
Premium Case | iPhone 15 Pro Max,Black Friday,59.37004787202919,121
Standard Case | iPhone 15 Pro,Cyber Monday,48.902018336652375,166
Standard Case | iPhone 15 Pro,Cyber Monday,31.93168134889121,195
Premium Case | iPhone 15 Pro,Cyber Monday,18.757532251440093,143
Premium Case | iPhone 15 Pro Max,Black Friday,49.97161121673466,134
Standard Case | iPhone 15 Pro,Black Friday,40.12819123811123,232
Premium Case | iPhone 15 Pro Max,Black Friday,34.089990416113935,139
Standard Case | iPhone 15 Pro Max,Black Friday,55.78594732926312,241
Standard Case | iPhone 15 Pro,Black Friday,20.00388670377681,263
Standard Case | iPhone 15 Pro,No Promo,37.16812969308866,127
Premium Case | iPhone 15 Pro Max,Black Friday,15.510914014533858,208
Standard Case | iPhone 15 Pro,Black Friday,36.08972888973568,272
Premium Case | iPhone 15 Pro Max,Black Friday,17.53364740568268,155
Standard Case | iPhone 15 Pro,Black Friday,20.346806232063237,239
Premium Case | iPhone 15 Pro,Black Friday,20.28868110496972,168
Premium Case | iPhone 15 Pro Max,Black Friday,44.21446359522286,143
Standard Case | iPhone 15 Pro,No Promo,48.57201956694405,129
Standard Case | iPhone 15 Pro Max,Black Friday,41.25159442937218,261
Standard Case | iPhone 15 Pro,No Promo,58.29776468135439,91
Standard Case | iPhone 15 Pro Max,Cyber Monday,31.86917607856668,186
Standard Case | iPhone 15 Pro Max,Black Friday,27.857043882683733,307
Premium Case | iPhone 15 Pro,No Promo,54.086960768525714,24
Premium Case | iPhone 15 Pro Max,Black Friday,25.06181273337537,187
Standard Case | iPhone 15 Pro,Cyber Monday,58.345014274827506,164
Premium Case | iPhone 15 Pro,Black Friday,15.546951361041735,219
Standard Case | iPhone 15 Pro,Cyber Monday,58.64454720184376,133
Standard Case | iPhone 15 Pro Max,Cyber Monday,16.942196037775926,162
Premium Case | iPhone 15 Pro Max,Cyber Monday,55.1014401164132,96
Standard Case | iPhone 15 Pro,Cyber Monday,38.746549908883495,242
Standard Case | iPhone 15 Pro,Black Friday,59.68341582536851,224
Standard Case | iPhone 15 Pro Max,Black Friday,18.320845413092947,300
Standard Case | iPhone 15 Pro,Black Friday,39.92344279805944,227
Standard Case | iPhone 15 Pro,Black Friday,58.61861410285945,217
Standard Case | iPhone 15 Pro Max,Black Friday,38.5394029876567,242
Premium Case | iPhone 15 Pro,Black Friday,43.32293871608681,165
Standard Case | iPhone 15 Pro Max,No Promo,46.308691004307775,161
Premium Case | iPhone 15 Pro,Black Friday,35.4543479145498,190
Premium Case | iPhone 15 Pro Max,Cyber Monday,43.24011360378286,156
Premium Case | iPhone 15 Pro,Black Friday,41.29414403653951,167
Premium Case | iPhone 15 Pro,Cyber Monday,55.552110472094505,83
Premium Case | iPhone 15 Pro Max,No Promo,17.045087115365604,86
Premium Case | iPhone 15 Pro,Black Friday,27.643343531650366,143
Standard Case | iPhone 15 Pro Max,Black Friday,57.76851678344514,211
Premium Case | iPhone 15 Pro,Cyber Monday,55.06187027509124,85
Premium Case | iPhone 15 Pro Max,Black Friday,35.50455387535708,164
Standard Case | iPhone 15 Pro Max,Black Friday,42.90596690106915,269
Premium Case | iPhone 15 Pro Max,Black Friday,27.48215323415097,167
Premium Case | iPhone 15 Pro Max,Black Friday,23.46545218756926,211
Standard Case | iPhone 15 Pro,Black Friday,35.8664282222992,247
Standard Case | iPhone 15 Pro,Black Friday,30.900850261172376,253
Premium Case | iPhone 15 Pro Max,Black Friday,41.264525033289246,159
Premium Case | iPhone 15 Pro Max,Black Friday,18.498058663424317,194
Premium Case | iPhone 15 Pro Max,No Promo,58.847766344977494,22
Standard Case | iPhone 15 Pro,Black Friday,59.37948350158213,176
Standard Case | iPhone 15 Pro,No Promo,46.417277130888536,114
Premium Case | iPhone 15 Pro,Black Friday,39.124336485485415,159
Premium Case | iPhone 15 Pro,Black Friday,28.92874273288475,151
Premium Case | iPhone 15 Pro Max,Black Friday,51.62077588681269,130
Standard Case | iPhone 15 Pro Max,Black Friday,45.812902764924566,244
Standard Case | iPhone 15 Pro Max,Black Friday,22.31776227052011,320
Standard Case | iPhone 15 Pro,Black Friday,55.99172330222291,211
Standard Case | iPhone 15 Pro,Black Friday,52.0141759315426,220
Standard Case | iPhone 15 Pro,Black Friday,57.740996098136584,221
Premium Case | iPhone 15 Pro Max,Black Friday,47.6573778774762,150
Standard Case | iPhone 15 Pro Max,Black Friday,42.60368381711054,277
Premium Case | iPhone 15 Pro,Black Friday,33.82093663307785,170
Premium Case | iPhone 15 Pro Max,Cyber Monday,56.972781750930594,92
Premium Case | iPhone 15 Pro,Black Friday,53.97287502751838,124
Premium Case | iPhone 15 Pro,Black Friday,17.03484015477852,133
Premium Case | iPhone 15 Pro Max,No Promo,16.18651385237634,86
Premium Case | iPhone 15 Pro,Black Friday,31.940851509512232,202
Standard Case | iPhone 15 Pro Max,Black Friday,51.47489988518248,272
Premium Case | iPhone 15 Pro,No Promo,59.4274258191725,15
Standard Case | iPhone 15 Pro Max,Black Friday,21.76876009965877,333
Standard Case | iPhone 15 Pro Max,Black Friday,41.735882190846084,269
Standard Case | iPhone 15 Pro Max,Black Friday,32.140088548395966,287
Standard Case | iPhone 15 Pro,Black Friday,58.646147901657145,184
Premium Case | iPhone 15 Pro,Black Friday,52.89535154110689,131
Premium Case | iPhone 15 Pro Max,Black Friday,52.724791712001206,150
Premium Case | iPhone 15 Pro Max,Black Friday,36.09119219077366,196
Premium Case | iPhone 15 Pro,Black Friday,33.666877605194934,170
Standard Case | iPhone 15 Pro,No Promo,27.30331823688178,144
Standard Case | iPhone 15 Pro,Cyber Monday,17.53689734929172,224
Standard Case | iPhone 15 Pro Max,Black Friday,53.912506931477395,256
Premium Case | iPhone 15 Pro,Black Friday,51.58054541085349,116
Premium Case | iPhone 15 Pro,Black Friday,59.987295297875875,85
Premium Case | iPhone 15 Pro Max,Black Friday,59.84865766832574,114
Premium Case | iPhone 15 Pro,Black Friday,39.99442675211824,141
Standard Case | iPhone 15 Pro,Black Friday,49.60443368312297,208
Premium Case | iPhone 15 Pro,Cyber Monday,57.51445784470926,82
Premium Case | iPhone 15 Pro Max,Black Friday,53.23413258048352,132
Standard Case | iPhone 15 Pro Max,Black Friday,26.130664578443895,336
Premium Case | iPhone 15 Pro Max,Black Friday,35.274486088954205,181
Premium Case | iPhone 15 Pro Max,Black Friday,20.812173681817274,196
Standard Case | iPhone 15 Pro Max,Cyber Monday,57.93229622664251,203
Premium Case | iPhone 15 Pro Max,Cyber Monday,42.2778585502896,108
Premium Case | iPhone 15 Pro Max,Cyber Monday,25.288926247655823,162
Premium Case | iPhone 15 Pro,Black Friday,45.22653079826355,152
Premium Case | iPhone 15 Pro,Black Friday,42.81577082060531,169
Standard Case | iPhone 15 Pro Max,Black Friday,31.11732231147782,248
Premium Case | iPhone 15 Pro,Black Friday,20.110091648983307,151
Premium Case | iPhone 15 Pro,Black Friday,45.22079380167598,167
Premium Case | iPhone 15 Pro Max,Cyber Monday,38.4138465406707,134
Standard Case | iPhone 15 Pro,Black Friday,49.754327628103766,198
Premium Case | iPhone 15 Pro,Black Friday,38.407357550039706,150
Standard Case | iPhone 15 Pro,Black Friday,53.34816751433431,239
Premium Case | iPhone 15 Pro,Black Friday,39.83580774485185,142
Premium Case | iPhone 15 Pro,Black Friday,40.24220871909238,191
Standard Case | iPhone 15 Pro Max,No Promo,54.44941211962553,120
Standard Case | iPhone 15 Pro Max,Cyber Monday,33.15672897955787,256
Standard Case | iPhone 15 Pro Max,No Promo,21.03068528027883,179
Standard Case | iPhone 15 Pro,Black Friday,16.295220434100255,284
Premium Case | iPhone 15 Pro Max,Black Friday,48.98117650531285,140
Premium Case | iPhone 15 Pro,Black Friday,42.91392981090591,155
Premium Case | iPhone 15 Pro,Black Friday,46.68358956446506,150
Premium Case | iPhone 15 Pro,Cyber Monday,24.58338726790098,125
Standard Case | iPhone 15 Pro,Black Friday,21.13671640140464,285
Standard Case | iPhone 15 Pro Max,Black Friday,15.654509955054687,277
Premium Case | iPhone 15 Pro Max,Black Friday,30.776440146296864,176
Standard Case | iPhone 15 Pro,Black Friday,41.54629590845849,211
Standard Case | iPhone 15 Pro Max,Cyber Monday,32.650982029487956,170
Standard Case | iPhone 15 Pro,Black Friday,34.6863714910678,243
Premium Case | iPhone 15 Pro Max,Black Friday,55.68714125221868,170
Standard Case | iPhone 15 Pro Max,Black Friday,30.671496016048515,308
Standard Case | iPhone 15 Pro,Black Friday,38.12952701219149,243
Premium Case | iPhone 15 Pro Max,Cyber Monday,50.26438557335144,103
Premium Case | iPhone 15 Pro,Cyber Monday,32.84442520445715,133
Premium Case | iPhone 15 Pro Max,No Promo,42.993901510254304,60
Premium Case | iPhone 15 Pro,Cyber Monday,53.80636689360353,81
Standard Case | iPhone 15 Pro,Black Friday,57.72842806459389,227
Standard Case | iPhone 15 Pro Max,Black Friday,21.618306641806708,315
Standard Case | iPhone 15 Pro Max,Black Friday,56.69644313226725,252
Standard Case | iPhone 15 Pro,Black Friday,37.14523318857922,257
Standard Case | iPhone 15 Pro Max,Cyber Monday,26.620997473453127,247
Standard Case | iPhone 15 Pro Max,Black Friday,35.66110903072176,297
Premium Case | iPhone 15 Pro,No Promo,59.101465887846466,16
Standard Case | iPhone 15 Pro,Black Friday,37.16781422967913,235
Premium Case | iPhone 15 Pro Max,Black Friday,29.793822462937868,170
Premium Case | iPhone 15 Pro,Black Friday,43.50303844425266,158
Standard Case | iPhone 15 Pro,Cyber Monday,25.806552845018686,256
Premium Case | iPhone 15 Pro,Black Friday,18.413849764889875,159
Premium Case | iPhone 15 Pro Max,Black Friday,20.799587485979217,157
Premium Case | iPhone 15 Pro Max,Black Friday,20.76206275309976,193
Standard Case | iPhone 15 Pro,Black Friday,21.835621208053247,263
Premium Case | iPhone 15 Pro Max,Black Friday,21.247222769223455,193
Premium Case | iPhone 15 Pro,Cyber Monday,43.83936351614466,118
Premium Case | iPhone 15 Pro Max,Black Friday,23.184603797961515,183
Premium Case | iPhone 15 Pro,Black Friday,30.555027749573846,205
Premium Case | iPhone 15 Pro,Black Friday,55.35547844577053,106
Premium Case | iPhone 15 Pro Max,Black Friday,36.328273811829256,157
Standard Case | iPhone 15 Pro,Cyber Monday,45.04009823344622,188
Standard Case | iPhone 15 Pro Max,Black Friday,22.754394204073343,234
Premium Case | iPhone 15 Pro Max,Black Friday,23.653005846390187,183
Premium Case | iPhone 15 Pro,Black Friday,16.839087731991548,224
Premium Case | iPhone 15 Pro,No Promo,22.602077838247403,78
Premium Case | iPhone 15 Pro Max,Cyber Monday,27.536565256438138,147
Standard Case | iPhone 15 Pro,Black Friday,22.965471792453606,222
Standard Case | iPhone 15 Pro,Black Friday,18.9916140190675,244
Premium Case | iPhone 15 Pro,Black Friday,20.428614199527036,177
Premium Case | iPhone 15 Pro,Cyber Monday,35.73504456147266,124
Standard Case | iPhone 15 Pro,Black Friday,24.285017328260665,298
Standard Case | iPhone 15 Pro Max,Black Friday,31.392143747163395,300
Premium Case | iPhone 15 Pro Max,Black Friday,37.65377718846856,150
Premium Case | iPhone 15 Pro,Black Friday,46.067767288321434,155
Premium Case | iPhone 15 Pro,Black Friday,16.769046292849453,198
Standard Case | iPhone 15 Pro,Cyber Monday,50.97346795090692,200
Premium Case | iPhone 15 Pro Max,Black Friday,43.255517527090845,189
Standard Case | iPhone 15 Pro,Black Friday,18.679156437699234,232
Premium Case | iPhone 15 Pro Max,Black Friday,54.31103808480498,124
Premium Case | iPhone 15 Pro Max,No Promo,56.43925802393159,23
Premium Case | iPhone 15 Pro Max,Black Friday,17.74850819346887,186
Premium Case | iPhone 15 Pro,Cyber Monday,27.459494166624168,146
Standard Case | iPhone 15 Pro Max,Black Friday,51.279057590687756,274
Standard Case | iPhone 15 Pro,Black Friday,48.67168606726462,221
Standard Case | iPhone 15 Pro Max,Black Friday,23.303445871036978,279
Standard Case | iPhone 15 Pro,Black Friday,24.420719550151965,264
Premium Case | iPhone 15 Pro Max,Black Friday,31.67124462561219,163
Premium Case | iPhone 15 Pro,Cyber Monday,36.80353433359596,156
Standard Case | iPhone 15 Pro Max,Black Friday,42.82146471886332,216
Premium Case | iPhone 15 Pro,Black Friday,31.601113780639757,178
Standard Case | iPhone 15 Pro,Black Friday,35.814062225991655,303
Premium Case | iPhone 15 Pro,No Promo,48.63619221601905,40
Premium Case | iPhone 15 Pro,Cyber Monday,16.650744130076905,143
Standard Case | iPhone 15 Pro Max,Black Friday,26.359662495480933,275
Premium Case | iPhone 15 Pro Max,No Promo,47.10073136480486,48
Premium Case | iPhone 15 Pro,Black Friday,55.28430769592397,150
Premium Case | iPhone 15 Pro Max,Black Friday,38.025484895204976,129
Standard Case | iPhone 15 Pro,Cyber Monday,38.9451068369392,236
Premium Case | iPhone 15 Pro,Cyber Monday,19.822740510289922,121
Standard Case | iPhone 15 Pro Max,Black Friday,35.13355650705546,269
Standard Case | iPhone 15 Pro,Black Friday,38.96777699047604,230
Standard Case | iPhone 15 Pro,Black Friday,25.911172663562837,276
Standard Case | iPhone 15 Pro Max,No Promo,27.115945392722143,149
Premium Case | iPhone 15 Pro,Black Friday,31.97778733970802,183
Premium Case | iPhone 15 Pro,Black Friday,15.903203899997687,233
Standard Case | iPhone 15 Pro,Black Friday,29.493562451243022,215
Premium Case | iPhone 15 Pro,Black Friday,24.515160314844508,186
Premium Case | iPhone 15 Pro Max,Black Friday,29.73738084800616,168
Standard Case | iPhone 15 Pro Max,No Promo,20.389295931866304,196
Premium Case | iPhone 15 Pro Max,Black Friday,55.07372763329527,135
Premium Case | iPhone 15 Pro,Black Friday,41.71166040993219,148
Standard Case | iPhone 15 Pro,Black Friday,45.55960436150203,242
Standard Case | iPhone 15 Pro Max,Cyber Monday,50.51270573733022,250
Premium Case | iPhone 15 Pro,Black Friday,37.42989895180757,163
Premium Case | iPhone 15 Pro,Black Friday,18.911412963934065,202
Standard Case | iPhone 15 Pro,Cyber Monday,39.16979438183465,172
Standard Case | iPhone 15 Pro,Cyber Monday,41.407850310939565,176
Premium Case | iPhone 15 Pro Max,Cyber Monday,48.54477633829485,115
Standard Case | iPhone 15 Pro Max,No Promo,34.42467958033557,201
Standard Case | iPhone 15 Pro Max,Black Friday,20.74111362580037,304
Standard Case | iPhone 15 Pro,Cyber Monday,27.769915760942602,208
Premium Case | iPhone 15 Pro Max,Black Friday,31.33870333793858,180
Standard Case | iPhone 15 Pro Max,Cyber Monday,44.06627585992206,190
Standard Case | iPhone 15 Pro,Cyber Monday,40.685023710101035,212
Premium Case | iPhone 15 Pro,Cyber Monday,31.024352665403082,148
Standard Case | iPhone 15 Pro Max,Black Friday,59.39318619568409,214
Premium Case | iPhone 15 Pro Max,Black Friday,42.25986687105993,155
Premium Case | iPhone 15 Pro Max,Black Friday,25.675205628119752,191
Premium Case | iPhone 15 Pro Max,No Promo,19.580211267918166,81
Premium Case | iPhone 15 Pro,No Promo,21.87866126329494,78
Standard Case | iPhone 15 Pro Max,Black Friday,26.068097777302867,357
Standard Case | iPhone 15 Pro Max,Black Friday,22.230661796680003,282
Premium Case | iPhone 15 Pro,Black Friday,23.39551608230876,175
Standard Case | iPhone 15 Pro Max,Cyber Monday,27.82928259122312,227
Premium Case | iPhone 15 Pro,Cyber Monday,22.80181178826397,155
Premium Case | iPhone 15 Pro,Black Friday,55.354444108189135,127
Premium Case | iPhone 15 Pro,Black Friday,18.6105185547739,172
Premium Case | iPhone 15 Pro Max,Cyber Monday,38.60301253066146,147
Standard Case | iPhone 15 Pro Max,Cyber Monday,33.46785721453477,277
Premium Case | iPhone 15 Pro,Black Friday,59.20703776088729,111
Standard Case | iPhone 15 Pro Max,Black Friday,20.041750597562356,228
Premium Case | iPhone 15 Pro Max,Black Friday,32.903501957058374,198
Premium Case | iPhone 15 Pro,Black Friday,58.6261694973916,111
Standard Case | iPhone 15 Pro,Black Friday,53.94782066522911,230
Premium Case | iPhone 15 Pro Max,Black Friday,51.7682431927176,111
Standard Case | iPhone 15 Pro,Cyber Monday,26.605627217022292,239
Standard Case | iPhone 15 Pro Max,Black Friday,22.689941432552963,249
Standard Case | iPhone 15 Pro Max,Cyber Monday,45.08894489659939,237
Premium Case | iPhone 15 Pro Max,Black Friday,56.82191951074136,130
Standard Case | iPhone 15 Pro Max,Black Friday,40.05433018562684,240
Standard Case | iPhone 15 Pro,Black Friday,40.722571026145495,228
Premium Case | iPhone 15 Pro,Black Friday,27.59905921471279,193
Premium Case | iPhone 15 Pro,Cyber Monday,49.62718199363716,104
Premium Case | iPhone 15 Pro,No Promo,23.416968685088552,83
Premium Case | iPhone 15 Pro Max,Black Friday,29.565565638190968,222
Standard Case | iPhone 15 Pro Max,Black Friday,34.14463973773876,229
Standard Case | iPhone 15 Pro,Cyber Monday,37.84246704080047,240
Standard Case | iPhone 15 Pro Max,Black Friday,25.90843795867861,291
Standard Case | iPhone 15 Pro Max,Black Friday,20.16765711326416,261
Standard Case | iPhone 15 Pro Max,Cyber Monday,42.47790190987347,191
Premium Case | iPhone 15 Pro,Black Friday,27.98837489581151,175
Standard Case | iPhone 15 Pro,Black Friday,41.15571996401755,263
Standard Case | iPhone 15 Pro,Black Friday,21.946322187339103,257
Standard Case | iPhone 15 Pro Max,Cyber Monday,36.65130458346678,274
Premium Case | iPhone 15 Pro,Black Friday,38.96652446482136,138
Premium Case | iPhone 15 Pro,Black Friday,17.332059157009212,187
Standard Case | iPhone 15 Pro,Cyber Monday,30.147192518726428,183
Premium Case | iPhone 15 Pro,Black Friday,21.048660462253842,192
Premium Case | iPhone 15 Pro,Cyber Monday,17.851873671274546,161
Premium Case | iPhone 15 Pro,Black Friday,59.54821045754753,113
Premium Case | iPhone 15 Pro Max,No Promo,29.505923023862536,56
Standard Case | iPhone 15 Pro Max,Black Friday,51.44435006345857,251
Standard Case | iPhone 15 Pro,Black Friday,26.458829464369373,271
Standard Case | iPhone 15 Pro,Black Friday,45.66762250007682,240
Premium Case | iPhone 15 Pro Max,Black Friday,49.210253695035895,169
Standard Case | iPhone 15 Pro Max,Cyber Monday,41.80374332735299,199
Standard Case | iPhone 15 Pro,No Promo,36.220928484757124,152
Premium Case | iPhone 15 Pro,Black Friday,33.532841136627084,195
Standard Case | iPhone 15 Pro,Black Friday,30.69907199443479,202
Premium Case | iPhone 15 Pro,Cyber Monday,56.828811491152166,88
Premium Case | iPhone 15 Pro Max,Cyber Monday,52.377873350447814,95
Premium Case | iPhone 15 Pro,Black Friday,58.426210979993066,120
Standard Case | iPhone 15 Pro,Black Friday,20.593375056849514,273
Standard Case | iPhone 15 Pro,Black Friday,47.889036384163994,212
Standard Case | iPhone 15 Pro,Black Friday,57.225320556946706,186
Premium Case | iPhone 15 Pro Max,Black Friday,23.155487977454705,188
Premium Case | iPhone 15 Pro Max,Black Friday,17.992332031504986,166
Standard Case | iPhone 15 Pro Max,Black Friday,48.35042921805266,221
Standard Case | iPhone 15 Pro,Cyber Monday,40.85129009309604,213
Premium Case | iPhone 15 Pro,Black Friday,52.882294954122244,118
Premium Case | iPhone 15 Pro Max,Black Friday,21.289756948183026,203
Standard Case | iPhone 15 Pro,Black Friday,50.787029033695056,229
Standard Case | iPhone 15 Pro,Black Friday,24.073229402148506,208
Premium Case | iPhone 15 Pro Max,Black Friday,22.364517428956702,173
Standard Case | iPhone 15 Pro Max,Black Friday,22.39196090689468,331
Premium Case | iPhone 15 Pro Max,Black Friday,51.6558624104122,127
Premium Case | iPhone 15 Pro Max,Black Friday,44.933874931329,150
Premium Case | iPhone 15 Pro,Black Friday,38.53794411461037,173
Premium Case | iPhone 15 Pro,Black Friday,31.147371785557613,191
Standard Case | iPhone 15 Pro Max,Cyber Monday,54.47402433658987,192
Standard Case | iPhone 15 Pro,Black Friday,32.66002983401859,234
Premium Case | iPhone 15 Pro Max,Cyber Monday,51.746974776220966,118
Standard Case | iPhone 15 Pro Max,Black Friday,34.761070885659834,333
Premium Case | iPhone 15 Pro,Black Friday,31.96249932412084,193
Premium Case | iPhone 15 Pro Max,Black Friday,35.82059035513229,175
Standard Case | iPhone 15 Pro,Black Friday,28.562004337386394,232
Premium Case | iPhone 15 Pro,Cyber Monday,48.6424221079313,96
Premium Case | iPhone 15 Pro,Cyber Monday,37.62241755416156,133
Premium Case | iPhone 15 Pro,Cyber Monday,25.44957128160678,147
Standard Case | iPhone 15 Pro Max,Black Friday,55.48085579735558,274
Standard Case | iPhone 15 Pro,Black Friday,32.27510496179451,270
Premium Case | iPhone 15 Pro Max,Black Friday,39.45987875012949,140
Standard Case | iPhone 15 Pro Max,Black Friday,55.79124499340461,264
Standard Case | iPhone 15 Pro Max,Black Friday,43.090709816129646,234
Standard Case | iPhone 15 Pro Max,Black Friday,20.260411831876382,279
Premium Case | iPhone 15 Pro,Black Friday,57.29244556260638,128
Standard Case | iPhone 15 Pro,Black Friday,43.2468623882138,287
Standard Case | iPhone 15 Pro Max,Cyber Monday,30.070752659568875,329
Premium Case | iPhone 15 Pro Max,No Promo,21.267243269852425,90
Standard Case | iPhone 15 Pro,No Promo,50.73113351716332,111
Premium Case | iPhone 15 Pro Max,Black Friday,42.90327401678311,171
Standard Case | iPhone 15 Pro,Black Friday,39.00574913893447,266
Premium Case | iPhone 15 Pro Max,Black Friday,55.225166237293095,129
Premium Case | iPhone 15 Pro,Cyber Monday,50.486874505103884,120
Standard Case | iPhone 15 Pro Max,Black Friday,21.825369587973803,299
Premium Case | iPhone 15 Pro Max,Black Friday,29.02749305079967,192
Standard Case | iPhone 15 Pro,Cyber Monday,26.18201129165096,234
Standard Case | iPhone 15 Pro Max,Black Friday,48.47758316577046,265
Standard Case | iPhone 15 Pro Max,Black Friday,16.50895956311007,324
Standard Case | iPhone 15 Pro,Black Friday,40.64503581920924,222
Premium Case | iPhone 15 Pro Max,Black Friday,49.31064085833108,139
Premium Case | iPhone 15 Pro,Black Friday,54.45445365427872,115
Premium Case | iPhone 15 Pro,Black Friday,30.393678692215836,185
Premium Case | iPhone 15 Pro Max,Black Friday,51.95657871024058,155
Standard Case | iPhone 15 Pro Max,Black Friday,19.978428162984326,308
Standard Case | iPhone 15 Pro Max,Cyber Monday,53.090353128053316,240
Standard Case | iPhone 15 Pro Max,Black Friday,20.73698980493921,291
Standard Case | iPhone 15 Pro Max,Black Friday,32.87792807521653,301
Premium Case | iPhone 15 Pro Max,Black Friday,50.878291460079915,127
Standard Case | iPhone 15 Pro Max,No Promo,21.74628423069482,177
Standard Case | iPhone 15 Pro,Black Friday,25.316312785468867,279
Standard Case | iPhone 15 Pro Max,Black Friday,47.501365577687984,280
Premium Case | iPhone 15 Pro,Cyber Monday,47.401644144573346,104
Standard Case | iPhone 15 Pro Max,Cyber Monday,43.85164347983838,220
Premium Case | iPhone 15 Pro Max,Black Friday,46.2276800010195,129
Premium Case | iPhone 15 Pro,Cyber Monday,39.422599950641825,118
Premium Case | iPhone 15 Pro Max,Black Friday,26.330957650812874,203
Premium Case | iPhone 15 Pro Max,Black Friday,30.556319707676373,192
Premium Case | iPhone 15 Pro,Black Friday,23.171897256064156,193
Premium Case | iPhone 15 Pro Max,Black Friday,55.88027526001328,133
Premium Case | iPhone 15 Pro Max,Cyber Monday,41.25263076447542,125
Standard Case | iPhone 15 Pro Max,Black Friday,33.0383137543638,259
Standard Case | iPhone 15 Pro,Black Friday,35.790261163985974,266
Premium Case | iPhone 15 Pro Max,Cyber Monday,57.62775028253169,92
Premium Case | iPhone 15 Pro Max,Cyber Monday,21.900813140223608,156
Premium Case | iPhone 15 Pro Max,Black Friday,41.380342440755875,155
Standard Case | iPhone 15 Pro Max,Black Friday,37.76499054980097,206
Standard Case | iPhone 15 Pro,Black Friday,42.51544059455915,265
Premium Case | iPhone 15 Pro,Cyber Monday,15.814958271937822,139
Standard Case | iPhone 15 Pro Max,Black Friday,54.24557590248682,215
Standard Case | iPhone 15 Pro Max,No Promo,56.94532271176256,137
Standard Case | iPhone 15 Pro,Black Friday,40.4309932615144,229
Standard Case | iPhone 15 Pro,Black Friday,46.34928707446015,255
Standard Case | iPhone 15 Pro Max,Black Friday,56.512472152978305,250
