product,event,price,quantity_sold
Standard Case | iPhone 15 Pro,Black Friday,31.854305348131312,260
Premium Case | iPhone 15 Pro Max,Cyber Monday,28.194484726412902,326
Standard Case | iPhone 15 Pro Max,No Promo,29.789904541646216,227
Premium Case | iPhone 15 Pro Max,No Promo,45.26333052346673,128
Standard Case | iPhone 15 Pro,No Promo,48.8568538246956,23
Premium Case | iPhone 15 Pro,No Promo,50.621056967663186,41
Premium Case | iPhone 15 Pro,No Promo,50.53281642575492,37
Standard Case | iPhone 15 Pro Max,No Promo,19.104274637191068,205
Premium Case | iPhone 15 Pro Max,Cyber Monday,37.24891371161617,285
Premium Case | iPhone 15 Pro Max,No Promo,17.590144200748995,184
Standard Case | iPhone 15 Pro Max,No Promo,39.728799704568104,199
Premium Case | iPhone 15 Pro,No Promo,34.868872561801965,47
Standard Case | iPhone 15 Pro,No Promo,54.94668822412349,51
Standard Case | iPhone 15 Pro Max,No Promo,30.79117556484354,148
Standard Case | iPhone 15 Pro,No Promo,20.268015739242266,90
Premium Case | iPhone 15 Pro,Black Friday,21.434625692377615,251
Premium Case | iPhone 15 Pro Max,No Promo,49.26797842728625,128
Premium Case | iPhone 15 Pro,No Promo,42.81981284923175,53
Standard Case | iPhone 15 Pro Max,Black Friday,19.550520425525562,793
Premium Case | iPhone 15 Pro Max,Cyber Monday,18.784806275174883,427
Standard Case | iPhone 15 Pro Max,No Promo,46.543610915660395,173
Standard Case | iPhone 15 Pro Max,No Promo,18.27433528638871,181
Premium Case | iPhone 15 Pro,No Promo,51.98370266806603,38
Standard Case | iPhone 15 Pro Max,Cyber Monday,46.780900222042334,454
Premium Case | iPhone 15 Pro,Cyber Monday,18.66069512888549,255
Premium Case | iPhone 15 Pro Max,No Promo,18.817697133833637,184
Premium Case | iPhone 15 Pro,Black Friday,59.3987810325529,113
Premium Case | iPhone 15 Pro Max,No Promo,31.842185809025416,140
Premium Case | iPhone 15 Pro,No Promo,31.678896618010093,75
Standard Case | iPhone 15 Pro,No Promo,51.575980526587614,51
Standard Case | iPhone 15 Pro,Black Friday,57.62618598227364,126
Standard Case | iPhone 15 Pro Max,No Promo,59.37004787202919,133
Premium Case | iPhone 15 Pro,Black Friday,48.902018336652375,113
Premium Case | iPhone 15 Pro,Black Friday,31.93168134889121,185
Premium Case | iPhone 15 Pro Max,No Promo,18.757532251440093,144
Standard Case | iPhone 15 Pro Max,No Promo,49.97161121673466,127
Premium Case | iPhone 15 Pro,No Promo,40.12819123811123,45
Standard Case | iPhone 15 Pro Max,No Promo,34.089990416113935,110
Standard Case | iPhone 15 Pro,No Promo,55.78594732926312,48
Premium Case | iPhone 15 Pro,No Promo,20.00388670377681,85
Premium Case | iPhone 15 Pro,Cyber Monday,37.16812969308866,110
Standard Case | iPhone 15 Pro Max,No Promo,15.510914014533858,242
Premium Case | iPhone 15 Pro,No Promo,36.08972888973568,64
Standard Case | iPhone 15 Pro Max,No Promo,17.53364740568268,142
Premium Case | iPhone 15 Pro,No Promo,20.346806232063237,71
Premium Case | iPhone 15 Pro Max,No Promo,20.28868110496972,124
Standard Case | iPhone 15 Pro Max,No Promo,44.21446359522286,130
Premium Case | iPhone 15 Pro,Cyber Monday,48.57201956694405,112
Standard Case | iPhone 15 Pro,No Promo,41.25159442937218,66
Premium Case | iPhone 15 Pro,Cyber Monday,58.29776468135439,69
Standard Case | iPhone 15 Pro,Black Friday,31.86917607856668,189
Standard Case | iPhone 15 Pro,No Promo,27.857043882683733,113
Premium Case | iPhone 15 Pro Max,Cyber Monday,54.086960768525714,197
Standard Case | iPhone 15 Pro Max,No Promo,25.06181273337537,196
Premium Case | iPhone 15 Pro,Black Friday,58.345014274827506,108
Premium Case | iPhone 15 Pro Max,No Promo,15.546951361041735,196
Premium Case | iPhone 15 Pro,Black Friday,58.64454720184376,75
Standard Case | iPhone 15 Pro,Black Friday,16.942196037775926,189
Standard Case | iPhone 15 Pro Max,Black Friday,55.1014401164132,522
Premium Case | iPhone 15 Pro,Black Friday,38.746549908883495,241
Premium Case | iPhone 15 Pro,No Promo,59.68341582536851,35
Standard Case | iPhone 15 Pro,No Promo,18.320845413092947,137
Premium Case | iPhone 15 Pro,No Promo,39.92344279805944,44
Premium Case | iPhone 15 Pro,No Promo,58.61861410285945,33
Standard Case | iPhone 15 Pro,No Promo,38.5394029876567,60
Premium Case | iPhone 15 Pro Max,No Promo,43.32293871608681,127
Standard Case | iPhone 15 Pro,Cyber Monday,46.308691004307775,165
Premium Case | iPhone 15 Pro Max,No Promo,35.4543479145498,153
Standard Case | iPhone 15 Pro Max,Black Friday,43.24011360378286,881
Premium Case | iPhone 15 Pro Max,No Promo,41.29414403653951,128
Premium Case | iPhone 15 Pro Max,Black Friday,55.552110472094505,324
Standard Case | iPhone 15 Pro Max,Cyber Monday,17.045087115365604,524
Premium Case | iPhone 15 Pro Max,No Promo,27.643343531650366,88
Standard Case | iPhone 15 Pro,No Promo,57.76851678344514,37
Premium Case | iPhone 15 Pro Max,Black Friday,55.06187027509124,333
Standard Case | iPhone 15 Pro Max,No Promo,35.50455387535708,156
Standard Case | iPhone 15 Pro,No Promo,42.90596690106915,68
Standard Case | iPhone 15 Pro Max,No Promo,27.48215323415097,158
Standard Case | iPhone 15 Pro Max,No Promo,23.46545218756926,242
Premium Case | iPhone 15 Pro,No Promo,35.8664282222992,54
Premium Case | iPhone 15 Pro,No Promo,30.900850261172376,63
Standard Case | iPhone 15 Pro Max,No Promo,41.264525033289246,154
Standard Case | iPhone 15 Pro Max,No Promo,18.498058663424317,214
Standard Case | iPhone 15 Pro Max,Cyber Monday,58.847766344977494,404
Premium Case | iPhone 15 Pro,No Promo,59.37948350158213,23
Premium Case | iPhone 15 Pro,Cyber Monday,46.417277130888536,88
Premium Case | iPhone 15 Pro Max,No Promo,39.124336485485415,114
Premium Case | iPhone 15 Pro Max,No Promo,28.92874273288475,98
Standard Case | iPhone 15 Pro Max,No Promo,51.62077588681269,124
Standard Case | iPhone 15 Pro,No Promo,45.812902764924566,55
Standard Case | iPhone 15 Pro,No Promo,22.31776227052011,138
Premium Case | iPhone 15 Pro,No Promo,55.99172330222291,32
Premium Case | iPhone 15 Pro,No Promo,52.0141759315426,36
Premium Case | iPhone 15 Pro,No Promo,57.740996098136584,34
Standard Case | iPhone 15 Pro Max,No Promo,47.6573778774762,150
Standard Case | iPhone 15 Pro,No Promo,42.60368381711054,71
Premium Case | iPhone 15 Pro Max,No Promo,33.82093663307785,125
Standard Case | iPhone 15 Pro Max,Black Friday,56.972781750930594,521
Premium Case | iPhone 15 Pro Max,No Promo,53.97287502751838,92
Premium Case | iPhone 15 Pro Max,No Promo,17.03484015477852,77
Standard Case | iPhone 15 Pro Max,Cyber Monday,16.18651385237634,517
Premium Case | iPhone 15 Pro Max,No Promo,31.940851509512232,167
Standard Case | iPhone 15 Pro,No Promo,51.47489988518248,61
Premium Case | iPhone 15 Pro Max,Cyber Monday,59.4274258191725,296
Standard Case | iPhone 15 Pro,No Promo,21.76876009965877,149
Standard Case | iPhone 15 Pro,No Promo,41.735882190846084,69
Standard Case | iPhone 15 Pro,No Promo,32.140088548395966,92
Premium Case | iPhone 15 Pro,No Promo,58.646147901657145,25
Premium Case | iPhone 15 Pro Max,No Promo,52.89535154110689,99
Standard Case | iPhone 15 Pro Max,No Promo,52.724791712001206,165
Standard Case | iPhone 15 Pro Max,No Promo,36.09119219077366,216
Premium Case | iPhone 15 Pro Max,No Promo,33.666877605194934,124
Premium Case | iPhone 15 Pro,Cyber Monday,27.30331823688178,158
Premium Case | iPhone 15 Pro,Black Friday,17.53689734929172,321
Standard Case | iPhone 15 Pro,No Promo,53.912506931477395,54
Premium Case | iPhone 15 Pro Max,No Promo,51.58054541085349,76
Premium Case | iPhone 15 Pro Max,No Promo,59.987295297875875,53
Standard Case | iPhone 15 Pro Max,No Promo,59.84865766832574,122
Premium Case | iPhone 15 Pro Max,No Promo,39.99442675211824,91
Premium Case | iPhone 15 Pro,No Promo,49.60443368312297,33
Premium Case | iPhone 15 Pro Max,Black Friday,57.51445784470926,343
Standard Case | iPhone 15 Pro Max,No Promo,53.23413258048352,133
Standard Case | iPhone 15 Pro,No Promo,26.130664578443895,136
Standard Case | iPhone 15 Pro Max,No Promo,35.274486088954205,187
Standard Case | iPhone 15 Pro Max,No Promo,20.812173681817274,215
Standard Case | iPhone 15 Pro,Black Friday,57.93229622664251,170
Standard Case | iPhone 15 Pro Max,No Promo,42.2778585502896,126
Standard Case | iPhone 15 Pro Max,Black Friday,25.288926247655823,820
Premium Case | iPhone 15 Pro Max,No Promo,45.22653079826355,112
Premium Case | iPhone 15 Pro Max,No Promo,42.81577082060531,133
Standard Case | iPhone 15 Pro,No Promo,31.11732231147782,72
Premium Case | iPhone 15 Pro Max,No Promo,20.110091648983307,101
Premium Case | iPhone 15 Pro Max,No Promo,45.22079380167598,133
Standard Case | iPhone 15 Pro Max,Black Friday,38.4138465406707,640
Premium Case | iPhone 15 Pro,No Promo,49.754327628103766,30
Premium Case | iPhone 15 Pro Max,No Promo,38.407357550039706,101
Premium Case | iPhone 15 Pro,No Promo,53.34816751433431,41
Premium Case | iPhone 15 Pro Max,No Promo,39.83580774485185,92
Premium Case | iPhone 15 Pro Max,No Promo,40.24220871909238,159
Standard Case | iPhone 15 Pro,Cyber Monday,54.44941211962553,98
Standard Case | iPhone 15 Pro,Black Friday,33.15672897955787,343
Standard Case | iPhone 15 Pro,Cyber Monday,21.03068528027883,285
Premium Case | iPhone 15 Pro,No Promo,16.295220434100255,106
Standard Case | iPhone 15 Pro Max,No Promo,48.98117650531285,136
Premium Case | iPhone 15 Pro Max,No Promo,42.91392981090591,113
Premium Case | iPhone 15 Pro Max,No Promo,46.68358956446506,113
Premium Case | iPhone 15 Pro Max,Black Friday,24.58338726790098,393
Premium Case | iPhone 15 Pro,No Promo,21.13671640140464,95
Standard Case | iPhone 15 Pro,No Promo,15.654509955054687,127
Standard Case | iPhone 15 Pro Max,No Promo,30.776440146296864,175
Premium Case | iPhone 15 Pro,No Promo,41.54629590845849,37
Standard Case | iPhone 15 Pro,No Promo,32.650982029487956,42
Premium Case | iPhone 15 Pro,No Promo,34.6863714910678,54
Standard Case | iPhone 15 Pro Max,No Promo,55.68714125221868,212
Standard Case | iPhone 15 Pro,No Promo,30.671496016048515,107
Premium Case | iPhone 15 Pro,No Promo,38.12952701219149,51
Standard Case | iPhone 15 Pro Max,Black Friday,50.26438557335144,501
Premium Case | iPhone 15 Pro Max,Black Friday,32.84442520445715,455
Standard Case | iPhone 15 Pro Max,Cyber Monday,42.993901510254304,451
Premium Case | iPhone 15 Pro Max,Black Friday,53.80636689360353,280
Premium Case | iPhone 15 Pro,No Promo,57.72842806459389,36
Standard Case | iPhone 15 Pro,No Promo,21.618306641806708,137
Standard Case | iPhone 15 Pro,No Promo,56.69644313226725,51
Premium Case | iPhone 15 Pro,No Promo,37.14523318857922,57
Standard Case | iPhone 15 Pro,Black Friday,26.620997473453127,366
Standard Case | iPhone 15 Pro,No Promo,35.66110903072176,91
Premium Case | iPhone 15 Pro Max,Cyber Monday,59.101465887846466,278
Premium Case | iPhone 15 Pro,No Promo,37.16781422967913,49
Standard Case | iPhone 15 Pro Max,No Promo,29.793822462937868,164
Premium Case | iPhone 15 Pro Max,No Promo,43.50303844425266,118
Premium Case | iPhone 15 Pro,Black Friday,25.806552845018686,333
Premium Case | iPhone 15 Pro Max,No Promo,18.413849764889875,112
Standard Case | iPhone 15 Pro Max,No Promo,20.799587485979217,143
Standard Case | iPhone 15 Pro Max,No Promo,20.76206275309976,209
Premium Case | iPhone 15 Pro,No Promo,21.835621208053247,82
Standard Case | iPhone 15 Pro Max,No Promo,21.247222769223455,209
Premium Case | iPhone 15 Pro Max,No Promo,43.83936351614466,121
Standard Case | iPhone 15 Pro Max,No Promo,23.184603797961515,189
Premium Case | iPhone 15 Pro Max,No Promo,30.555027749573846,172
Premium Case | iPhone 15 Pro Max,No Promo,55.35547844577053,70
Standard Case | iPhone 15 Pro Max,No Promo,36.328273811829256,145
Premium Case | iPhone 15 Pro,No Promo,45.04009823344622,41
Standard Case | iPhone 15 Pro,No Promo,22.754394204073343,78
Standard Case | iPhone 15 Pro Max,No Promo,23.653005846390187,190
Premium Case | iPhone 15 Pro Max,No Promo,16.839087731991548,202
Premium Case | iPhone 15 Pro Max,Cyber Monday,22.602077838247403,360
Standard Case | iPhone 15 Pro Max,No Promo,27.536565256438138,198
Premium Case | iPhone 15 Pro,No Promo,22.965471792453606,58
Premium Case | iPhone 15 Pro,No Promo,18.9916140190675,77
Premium Case | iPhone 15 Pro Max,No Promo,20.428614199527036,135
Premium Case | iPhone 15 Pro Max,Black Friday,35.73504456147266,412
Premium Case | iPhone 15 Pro,No Promo,24.285017328260665,95
Standard Case | iPhone 15 Pro,No Promo,31.392143747163395,101
Standard Case | iPhone 15 Pro Max,No Promo,37.65377718846856,133
Premium Case | iPhone 15 Pro Max,No Promo,46.067767288321434,119
Premium Case | iPhone 15 Pro Max,No Promo,16.769046292849453,167
Premium Case | iPhone 15 Pro,Black Friday,50.97346795090692,154
Standard Case | iPhone 15 Pro Max,No Promo,43.255517527090845,213
Premium Case | iPhone 15 Pro,No Promo,18.679156437699234,70
Standard Case | iPhone 15 Pro Max,No Promo,54.31103808480498,121
Standard Case | iPhone 15 Pro Max,Cyber Monday,56.43925802393159,266
Standard Case | iPhone 15 Pro Max,No Promo,17.74850819346887,199
Premium Case | iPhone 15 Pro Max,Black Friday,27.459494166624168,523
Standard Case | iPhone 15 Pro,No Promo,51.279057590687756,62
Premium Case | iPhone 15 Pro,No Promo,48.67168606726462,37
Standard Case | iPhone 15 Pro,No Promo,23.303445871036978,107
Premium Case | iPhone 15 Pro,No Promo,24.420719550151965,78
Standard Case | iPhone 15 Pro Max,No Promo,31.67124462561219,151
Premium Case | iPhone 15 Pro Max,Black Friday,36.80353433359596,618
Standard Case | iPhone 15 Pro,No Promo,42.82146471886332,45
Premium Case | iPhone 15 Pro Max,No Promo,31.601113780639757,136
Premium Case | iPhone 15 Pro,No Promo,35.814062225991655,77
Premium Case | iPhone 15 Pro Max,Cyber Monday,48.63619221601905,277
Premium Case | iPhone 15 Pro Max,Black Friday,16.650744130076905,513
Standard Case | iPhone 15 Pro,No Promo,26.359662495480933,97
Standard Case | iPhone 15 Pro Max,Cyber Monday,47.10073136480486,376
Premium Case | iPhone 15 Pro Max,No Promo,55.28430769592397,131
Standard Case | iPhone 15 Pro Max,No Promo,38.025484895204976,95
Premium Case | iPhone 15 Pro,No Promo,38.9451068369392,65
Premium Case | iPhone 15 Pro Max,Black Friday,19.822740510289922,369
Standard Case | iPhone 15 Pro,No Promo,35.13355650705546,77
Premium Case | iPhone 15 Pro,No Promo,38.96777699047604,46
Premium Case | iPhone 15 Pro,No Promo,25.911172663562837,81
Standard Case | iPhone 15 Pro,Cyber Monday,27.115945392722143,175
Premium Case | iPhone 15 Pro Max,No Promo,31.97778733970802,142
Premium Case | iPhone 15 Pro Max,No Promo,15.903203899997687,215
Premium Case | iPhone 15 Pro,No Promo,29.493562451243022,47
Premium Case | iPhone 15 Pro Max,No Promo,24.515160314844508,146
Standard Case | iPhone 15 Pro Max,No Promo,29.73738084800616,161
Standard Case | iPhone 15 Pro,Cyber Monday,20.389295931866304,337
Standard Case | iPhone 15 Pro Max,No Promo,55.07372763329527,144
Premium Case | iPhone 15 Pro Max,No Promo,41.71166040993219,103
Premium Case | iPhone 15 Pro,No Promo,45.55960436150203,45
Standard Case | iPhone 15 Pro,Black Friday,50.51270573733022,254
Premium Case | iPhone 15 Pro Max,No Promo,37.42989895180757,119
Premium Case | iPhone 15 Pro Max,No Promo,18.911412963934065,170
Premium Case | iPhone 15 Pro,Black Friday,39.16979438183465,129
Premium Case | iPhone 15 Pro,Black Friday,41.407850310939565,133
Standard Case | iPhone 15 Pro Max,Black Friday,48.54477633829485,589
Standard Case | iPhone 15 Pro,Cyber Monday,34.42467958033557,272
Standard Case | iPhone 15 Pro,No Promo,20.74111362580037,131
Premium Case | iPhone 15 Pro,Black Friday,27.769915760942602,226
Standard Case | iPhone 15 Pro Max,No Promo,31.33870333793858,182
Standard Case | iPhone 15 Pro,Black Friday,44.06627585992206,168
Premium Case | iPhone 15 Pro,No Promo,40.685023710101035,53
Premium Case | iPhone 15 Pro Max,Black Friday,31.024352665403082,543
Standard Case | iPhone 15 Pro,No Promo,59.39318619568409,37
Standard Case | iPhone 15 Pro Max,No Promo,42.25986687105993,148
Standard Case | iPhone 15 Pro Max,No Promo,25.675205628119752,203
Standard Case | iPhone 15 Pro Max,Cyber Monday,19.580211267918166,468
Premium Case | iPhone 15 Pro Max,Cyber Monday,21.87866126329494,356
Standard Case | iPhone 15 Pro,No Promo,26.068097777302867,150
Standard Case | iPhone 15 Pro,No Promo,22.230661796680003,112
Premium Case | iPhone 15 Pro Max,No Promo,23.39551608230876,132
Standard Case | iPhone 15 Pro,No Promo,27.82928259122312,87
Premium Case | iPhone 15 Pro Max,Black Friday,22.80181178826397,576
Premium Case | iPhone 15 Pro Max,No Promo,55.354444108189135,99
Premium Case | iPhone 15 Pro Max,No Promo,18.6105185547739,130
Standard Case | iPhone 15 Pro Max,Black Friday,38.60301253066146,751
Standard Case | iPhone 15 Pro,No Promo,33.46785721453477,110
Premium Case | iPhone 15 Pro Max,No Promo,59.20703776088729,87
Standard Case | iPhone 15 Pro,No Promo,20.041750597562356,78
Standard Case | iPhone 15 Pro Max,No Promo,32.903501957058374,216
Premium Case | iPhone 15 Pro Max,No Promo,58.6261694973916,86
Premium Case | iPhone 15 Pro,No Promo,53.94782066522911,38
Standard Case | iPhone 15 Pro Max,No Promo,51.7682431927176,90
Premium Case | iPhone 15 Pro,Black Friday,26.605627217022292,293
Standard Case | iPhone 15 Pro,No Promo,22.689941432552963,88
Standard Case | iPhone 15 Pro,Black Friday,45.08894489659939,249
Standard Case | iPhone 15 Pro Max,No Promo,56.82191951074136,142
Standard Case | iPhone 15 Pro,No Promo,40.05433018562684,57
Premium Case | iPhone 15 Pro,No Promo,40.722571026145495,44
Premium Case | iPhone 15 Pro Max,No Promo,27.59905921471279,155
Premium Case | iPhone 15 Pro Max,No Promo,49.62718199363716,111
Premium Case | iPhone 15 Pro Max,Cyber Monday,23.416968685088552,397
Standard Case | iPhone 15 Pro Max,No Promo,29.565565638190968,259
Standard Case | iPhone 15 Pro,No Promo,34.14463973773876,58
Premium Case | iPhone 15 Pro,Black Friday,37.84246704080047,240
Standard Case | iPhone 15 Pro,No Promo,25.90843795867861,108
Standard Case | iPhone 15 Pro,No Promo,20.16765711326416,102
Standard Case | iPhone 15 Pro,No Promo,42.47790190987347,49
Premium Case | iPhone 15 Pro Max,No Promo,27.98837489581151,130
Premium Case | iPhone 15 Pro,No Promo,41.15571996401755,56
Premium Case | iPhone 15 Pro,No Promo,21.946322187339103,79
Standard Case | iPhone 15 Pro,Black Friday,36.65130458346678,359
Premium Case | iPhone 15 Pro Max,No Promo,38.96652446482136,86
Premium Case | iPhone 15 Pro Max,No Promo,17.332059157009212,150
Premium Case | iPhone 15 Pro,Black Friday,30.147192518726428,169
Premium Case | iPhone 15 Pro Max,No Promo,21.048660462253842,156
Premium Case | iPhone 15 Pro Max,No Promo,17.851873671274546,177
Premium Case | iPhone 15 Pro Max,No Promo,59.54821045754753,90
Standard Case | iPhone 15 Pro Max,Cyber Monday,29.505923023862536,222
Standard Case | iPhone 15 Pro,No Promo,51.44435006345857,54
Premium Case | iPhone 15 Pro,No Promo,26.458829464369373,77
Premium Case | iPhone 15 Pro,No Promo,45.66762250007682,45
Standard Case | iPhone 15 Pro Max,No Promo,49.210253695035895,190
Standard Case | iPhone 15 Pro,Black Friday,41.80374332735299,187
Premium Case | iPhone 15 Pro,Cyber Monday,36.220928484757124,154
Premium Case | iPhone 15 Pro Max,No Promo,33.532841136627084,159
Premium Case | iPhone 15 Pro,No Promo,30.69907199443479,40
Premium Case | iPhone 15 Pro Max,No Promo,56.828811491152166,108
Standard Case | iPhone 15 Pro Max,Black Friday,52.377873350447814,465
Premium Case | iPhone 15 Pro Max,No Promo,58.426210979993066,98
Premium Case | iPhone 15 Pro,No Promo,20.593375056849514,90
Premium Case | iPhone 15 Pro,No Promo,47.889036384163994,35
Premium Case | iPhone 15 Pro,No Promo,57.225320556946706,26
Standard Case | iPhone 15 Pro Max,No Promo,23.155487977454705,199
Standard Case | iPhone 15 Pro Max,No Promo,17.992332031504986,163
Standard Case | iPhone 15 Pro,No Promo,48.35042921805266,44
Premium Case | iPhone 15 Pro,Black Friday,40.85129009309604,189
Premium Case | iPhone 15 Pro Max,No Promo,52.882294954122244,81
Standard Case | iPhone 15 Pro Max,No Promo,21.289756948183026,228
Premium Case | iPhone 15 Pro,No Promo,50.787029033695056,39
Premium Case | iPhone 15 Pro,No Promo,24.073229402148506,50
Standard Case | iPhone 15 Pro Max,No Promo,22.364517428956702,172
Standard Case | iPhone 15 Pro,No Promo,22.39196090689468,145
Standard Case | iPhone 15 Pro Max,No Promo,51.6558624104122,119
Standard Case | iPhone 15 Pro Max,No Promo,44.933874931329,144
Premium Case | iPhone 15 Pro Max,No Promo,38.53794411461037,133
Premium Case | iPhone 15 Pro Max,No Promo,31.147371785557613,152
Standard Case | iPhone 15 Pro,Black Friday,54.47402433658987,159
Premium Case | iPhone 15 Pro,No Promo,32.66002983401859,52
Standard Case | iPhone 15 Pro Max,Black Friday,51.746974776220966,669
Standard Case | iPhone 15 Pro,No Promo,34.761070885659834,112
Premium Case | iPhone 15 Pro Max,No Promo,31.96249932412084,156
Standard Case | iPhone 15 Pro Max,No Promo,35.82059035513229,177
Premium Case | iPhone 15 Pro,No Promo,28.562004337386394,56
Premium Case | iPhone 15 Pro Max,Black Friday,48.6424221079313,323
Premium Case | iPhone 15 Pro Max,No Promo,37.62241755416156,136
Premium Case | iPhone 15 Pro Max,Black Friday,25.44957128160678,529
Standard Case | iPhone 15 Pro,No Promo,55.48085579735558,59
Premium Case | iPhone 15 Pro,No Promo,32.27510496179451,68
Standard Case | iPhone 15 Pro Max,No Promo,39.45987875012949,117
Standard Case | iPhone 15 Pro,No Promo,55.79124499340461,55
Standard Case | iPhone 15 Pro,No Promo,43.090709816129646,52
Standard Case | iPhone 15 Pro,No Promo,20.260411831876382,115
Premium Case | iPhone 15 Pro Max,No Promo,57.29244556260638,106
Premium Case | iPhone 15 Pro,No Promo,43.2468623882138,62
Standard Case | iPhone 15 Pro,No Promo,30.070752659568875,153
Standard Case | iPhone 15 Pro Max,Cyber Monday,21.267243269852425,566
Premium Case | iPhone 15 Pro,Cyber Monday,50.73113351716332,87
Standard Case | iPhone 15 Pro Max,No Promo,42.90327401678311,180
Premium Case | iPhone 15 Pro,No Promo,39.00574913893447,59
Standard Case | iPhone 15 Pro Max,No Promo,55.225166237293095,134
Premium Case | iPhone 15 Pro Max,Black Friday,50.486874505103884,516
Standard Case | iPhone 15 Pro,No Promo,21.825369587973803,124
Standard Case | iPhone 15 Pro Max,No Promo,29.02749305079967,205
Premium Case | iPhone 15 Pro,Black Friday,26.18201129165096,285
Standard Case | iPhone 15 Pro,No Promo,48.47758316577046,61
Standard Case | iPhone 15 Pro,No Promo,16.50895956311007,161
Premium Case | iPhone 15 Pro,No Promo,40.64503581920924,42
Standard Case | iPhone 15 Pro Max,No Promo,49.31064085833108,135
Premium Case | iPhone 15 Pro Max,No Promo,54.45445365427872,81
Premium Case | iPhone 15 Pro Max,No Promo,30.393678692215836,144
Standard Case | iPhone 15 Pro Max,No Promo,51.95657871024058,171
Standard Case | iPhone 15 Pro,No Promo,19.978428162984326,137
Standard Case | iPhone 15 Pro,Black Friday,53.090353128053316,232
Standard Case | iPhone 15 Pro,No Promo,20.73698980493921,122
Standard Case | iPhone 15 Pro,No Promo,32.87792807521653,99
Standard Case | iPhone 15 Pro Max,No Promo,50.878291460079915,117
Standard Case | iPhone 15 Pro,Cyber Monday,21.74628423069482,276
Premium Case | iPhone 15 Pro,No Promo,25.316312785468867,84
Standard Case | iPhone 15 Pro,No Promo,47.501365577687984,68
Premium Case | iPhone 15 Pro Max,Black Friday,47.401644144573346,369
Standard Case | iPhone 15 Pro,Black Friday,43.85164347983838,222
Standard Case | iPhone 15 Pro Max,No Promo,46.2276800010195,109
Premium Case | iPhone 15 Pro Max,Black Friday,39.422599950641825,394
Standard Case | iPhone 15 Pro Max,No Promo,26.330957650812874,226
Standard Case | iPhone 15 Pro Max,No Promo,30.556319707676373,205
Premium Case | iPhone 15 Pro Max,No Promo,23.171897256064156,157
Standard Case | iPhone 15 Pro Max,No Promo,55.88027526001328,144
Standard Case | iPhone 15 Pro Max,No Promo,41.25263076447542,165
Standard Case | iPhone 15 Pro,No Promo,33.0383137543638,75
Premium Case | iPhone 15 Pro,No Promo,35.790261163985974,62
Standard Case | iPhone 15 Pro Max,No Promo,57.62775028253169,152
Standard Case | iPhone 15 Pro Max,Black Friday,21.900813140223608,772
Standard Case | iPhone 15 Pro Max,No Promo,41.380342440755875,147
Standard Case | iPhone 15 Pro,No Promo,37.76499054980097,43
Premium Case | iPhone 15 Pro,No Promo,42.51544059455915,55
Premium Case | iPhone 15 Pro Max,Black Friday,15.814958271937822,486
Standard Case | iPhone 15 Pro,No Promo,54.24557590248682,39
Standard Case | iPhone 15 Pro,Cyber Monday,56.94532271176256,127
Premium Case | iPhone 15 Pro,No Promo,40.4309932615144,44
Premium Case | iPhone 15 Pro,No Promo,46.34928707446015,49
Standard Case | iPhone 15 Pro,No Promo,56.512472152978305,50
